"Country","Period","iso3","Indicator","Region","IncomeLevel","missing_values","x","y","group"
"France","2014","FRA","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,12.3716030658075,-25.7853597142362,"ECS"
"France","2015","FRA","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.35,12.3056831944072,-26.7372277165404,"ECS"
"French Polynesia","2003","PYF","Exports of creative services","EAS","HIC",0.975,-24.6423691477758,-25.9128501688737,"EAS"
"French Polynesia","2004","PYF","Exports of creative services","EAS","HIC",0.95,-31.1472497284199,-25.6703397530664,"EAS"
"French Polynesia","2005","PYF","Exports of creative services","EAS","HIC",0.95,-32.5775549576349,-26.0345569116658,"EAS"
"French Polynesia","2006","PYF","Exports of creative services","EAS","HIC",0.95,-33.0669397320216,-26.0711189546186,"EAS"
"French Polynesia","2007","PYF","Exports of creative services","EAS","HIC",0.95,-31.2100033295027,-28.2179294788048,"EAS"
"French Polynesia","2008","PYF","Exports of creative services","EAS","HIC",0.925,-31.797199313192,-26.4909968399039,"EAS"
"French Polynesia","2009","PYF","Exports of creative services","EAS","HIC",0.925,-31.4170306375241,-28.6327858144939,"EAS"
"French Polynesia","2010","PYF","Exports of creative services","EAS","HIC",0.95,-28.8700992409384,-28.3179691929931,"EAS"
"French Polynesia","2011","PYF","Exports of creative services","EAS","HIC",0.925,-31.0961629000801,-29.5085927970486,"EAS"
"French Polynesia","2012","PYF","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.95,-31.3620282233732,-28.5724582079538,"EAS"
"French Polynesia","2013","PYF","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.95,-31.9045769268923,-29.0478466337722,"EAS"
"French Polynesia","2014","PYF","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.95,-34.6823393735541,-25.2254857570344,"EAS"
"French Polynesia","2015","PYF","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-29.9193145641767,-32.0833200071812,"EAS"
"Georgia","2001","GEO","Current account balance","ECS","UMC",0.625,11.9460075894917,1.62659910059569,"ECS"
"Georgia","2002","GEO","Current account balance","ECS","UMC",0.6,13.45453347573,1.15439707385678,"ECS"
"Georgia","2003","GEO","Current account balance","ECS","UMC",0.575,12.729756203911,0.835914526130719,"ECS"
"Georgia","2004","GEO","Cost to start a business (% of income per capita)","ECS","UMC",0.475,19.0437596799753,0.555665729308428,"ECS"
"Georgia","2005","GEO","Cost to start a business (% of income per capita)","ECS","UMC",0.5,17.3226026515443,0.179242030718351,"ECS"
"Georgia","2006","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.35,13.218652169066,41.1639987398775,"ECS"
"Georgia","2007","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.325,22.7879190478148,-2.05908049222985,"ECS"
"Georgia","2008","GEO","% of firms identifying business licensing and permits as the biggest obstacle","ECS","UMC",0.3,22.8462380008648,-1.70724615294672,"ECS"
"Georgia","2009","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.325,22.8474827759511,-0.502156906955843,"ECS"
"Georgia","2010","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.275,28.5930083511373,2.12357589644105,"ECS"
"Georgia","2011","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.3,26.864907517959,2.52089725678202,"ECS"
"Georgia","2012","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.2,28.446007551989,2.5961799194254,"ECS"
"Georgia","2013","GEO","% of firms identifying business licensing and permits as the biggest obstacle","ECS","UMC",0.2,29.1560733340601,32.1278458567129,"ECS"
"Georgia","2014","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.225,21.3257917156934,-16.7753046954139,"ECS"
"Georgia","2015","GEO","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.275,21.6764156083063,-16.8215180838554,"ECS"
"Germany","2001","DEU","Current account balance","ECS","HIC",0.525,1.34341397315775,-31.378849694735,"ECS"
"Germany","2002","DEU","Current account balance","ECS","HIC",0.55,1.0275124359139,-31.1984929717955,"ECS"
"Germany","2003","DEU","Current account balance","ECS","HIC",0.5,24.5652571785178,-47.2894867402227,"ECS"
"Germany","2004","DEU","Cost to start a business (% of income per capita)","ECS","HIC",0.4,24.1158750538161,-48.4206585187034,"ECS"
"Germany","2005","DEU","% of firms identifying corruption as a major constraint","ECS","HIC",0.35,24.6587332179804,-48.3550937970754,"ECS"
"Germany","2006","DEU","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,24.3710067354448,-48.7690376122632,"ECS"
"Germany","2007","DEU","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,24.8712265879093,-50.2526233750137,"ECS"
"Germany","2008","DEU","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,25.0398256399099,-51.7086515974251,"ECS"
"Germany","2009","DEU","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,26.2577347983128,-50.7027013341142,"ECS"
"Germany","2010","DEU","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.175,25.8569671251963,-50.4425750713105,"ECS"
"Germany","2011","DEU","# of enterprise exits","ECS","HIC",0.175,25.939797735657,-51.2095062577826,"ECS"
"Germany","2012","DEU","# of enterprise exits","ECS","HIC",0.125,36.4948752246635,-42.0280007422737,"ECS"
"Germany","2013","DEU","# of enterprise exits","ECS","HIC",0.175,35.7499375824968,-41.3190324166993,"ECS"
"Germany","2014","DEU","# of enterprise exits","ECS","HIC",0.225,37.4346644129213,-40.5695122803324,"ECS"
"Germany","2015","DEU","# of enterprise exits","ECS","HIC",0.25,36.1199199974407,-41.4826583593742,"ECS"
"Greece","2001","GRC","Current account balance","ECS","HIC",0.55,8.73569562904411,-14.5123418294182,"ECS"
"Greece","2002","GRC","Current account balance","ECS","HIC",0.575,9.66167465903573,-13.1856653728432,"ECS"
"Greece","2003","GRC","Current account balance","ECS","HIC",0.5,9.62989680479732,-14.6224264849682,"ECS"
"Greece","2004","GRC","Cost to start a business (% of income per capita)","ECS","HIC",0.4,9.19112919821054,-14.9265748878069,"ECS"
"Greece","2005","GRC","% of firms identifying corruption as a major constraint","ECS","HIC",0.35,26.0060969131285,27.0010155510444,"ECS"
"Greece","2006","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,45.9440308118638,-10.5106920048217,"ECS"
"Greece","2007","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,46.1995276589566,-10.1934608564016,"ECS"
"Greece","2008","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,47.4895014625049,-9.09555440781066,"ECS"
"Greece","2009","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,46.9296910467805,-10.022868874185,"ECS"
"Greece","2010","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.175,46.6820475110367,-10.717024926804,"ECS"
"Greece","2011","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,48.5384660473612,-11.2462367746292,"ECS"
"Greece","2012","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,49.6686178263655,-12.0100899215665,"ECS"
"Greece","2013","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,49.5564150776759,-13.058495524853,"ECS"
"Greece","2014","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,48.4239427108638,-12.2720615867189,"ECS"
"Greece","2015","GRC","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.275,48.7678861903125,-12.6542435498585,"ECS"
"Greenland","2001","GRL","GDP growth (annual %)","ECS","HIC",0.925,-25.0898193068262,-37.4383191514725,"ECS"
"Greenland","2002","GRL","GDP growth (annual %)","ECS","HIC",0.925,-24.5822649166701,-38.3612891982697,"ECS"
"Greenland","2003","GRL","GDP growth (annual %)","ECS","HIC",0.925,-24.8765858493307,-38.5733986543737,"ECS"
"Greenland","2004","GRL","GDP growth (annual %)","ECS","HIC",0.9,-17.367168489199,-41.7280446324516,"ECS"
"Greenland","2005","GRL","GDP growth (annual %)","ECS","HIC",0.925,-19.6543762413855,-40.6661932092183,"ECS"
"Greenland","2006","GRL","GDP growth (annual %)","ECS","HIC",0.925,-15.8256339718794,-42.3113397030193,"ECS"
"Greenland","2007","GRL","GDP growth (annual %)","ECS","HIC",0.925,-17.1309560073725,-43.6226895037313,"ECS"
"Greenland","2008","GRL","GDP growth (annual %)","ECS","HIC",0.925,-18.7085813354602,-40.9792898399436,"ECS"
"Greenland","2009","GRL","GDP growth (annual %)","ECS","HIC",0.925,-18.4492093377861,-42.8426476939205,"ECS"
"Greenland","2010","GRL","GDP per capita (current US$)","ECS","HIC",0.95,-16.5065019041861,-44.1485371855569,"ECS"
"Greenland","2011","GRL","GDP per capita (current US$)","ECS","HIC",0.95,-15.5653477079457,-42.766365277762,"ECS"
"Greenland","2012","GRL","GDP per capita (current US$)","ECS","HIC",0.95,-18.7245588846935,-40.8893153448605,"ECS"
"Greenland","2013","GRL","GDP per capita (current US$)","ECS","HIC",0.95,-15.281053928167,-42.6359943056333,"ECS"
"Greenland","2014","GRL","GDP per capita (current US$)","ECS","HIC",0.95,-18.5563142230305,-41.6337573289457,"ECS"
"Greenland","2015","GRL","Liner shipping connectivity index (maximum value in 2004 = 100)","ECS","HIC",0.975,-36.1664758981328,-25.7469576121083,"ECS"
"Guam","2004","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-34.2192472914633,-24.1842641996125,"EAS"
"Guam","2005","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-33.5950818399773,-30.0096262401959,"EAS"
"Guam","2006","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-32.7863467877173,-28.2892947063668,"EAS"
"Guam","2007","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-30.5524732788072,-31.3383596390399,"EAS"
"Guam","2008","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-31.1541646171801,-32.390377578951,"EAS"
"Guam","2009","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-33.7377130092771,-35.2539497322137,"EAS"
"Guam","2010","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-34.9771895187983,-28.3703220111699,"EAS"
"Guam","2011","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-30.9384894425411,-32.2429757340586,"EAS"
"Guam","2012","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-31.4891349192005,-32.7803360725547,"EAS"
"Guam","2013","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-32.2513964416762,-31.2598369406575,"EAS"
"Guam","2014","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-32.6226861846801,-31.4012461376399,"EAS"
"Guam","2015","GUM","Liner shipping connectivity index (maximum value in 2004 = 100)","EAS","HIC",0.975,-34.0551313322919,-28.9745687938537,"EAS"
"Hong Kong SAR, China","2001","HKG","Current account balance","EAS","HIC",0.625,-6.62051303842271,-28.4929765694453,"EAS"
"Hong Kong SAR, China","2002","HKG","Current account balance","EAS","HIC",0.6,-6.60138033886128,-27.3132812291001,"EAS"
"Hong Kong SAR, China","2003","HKG","Current account balance","EAS","HIC",0.575,-5.86443327309763,-27.1382344819964,"EAS"
"Hong Kong SAR, China","2004","HKG","Cost to start a business (% of income per capita)","EAS","HIC",0.475,31.2849392051843,-35.4421969934897,"EAS"
"Hong Kong SAR, China","2005","HKG","Cost to start a business (% of income per capita)","EAS","HIC",0.5,30.4829965364867,-34.8672836736381,"EAS"
"Hong Kong SAR, China","2006","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.35,31.2664000097295,-33.9893845026012,"EAS"
"Hong Kong SAR, China","2007","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.275,37.7351182155869,-33.0639638900248,"EAS"
"Hong Kong SAR, China","2008","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.325,33.011266901357,-32.3566898461214,"EAS"
"Hong Kong SAR, China","2009","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.3,33.8503461742327,-32.1284672129763,"EAS"
"Hong Kong SAR, China","2010","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.275,35.9230560225171,-33.1734701038426,"EAS"
"Hong Kong SAR, China","2011","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.3,34.5806718683152,-34.2275503468248,"EAS"
"Hong Kong SAR, China","2012","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.3,36.9884193376495,-34.5670435022881,"EAS"
"Hong Kong SAR, China","2013","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.375,34.2697325374719,-34.3344434819028,"EAS"
"Hong Kong SAR, China","2014","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.325,35.8827875377194,-34.3649179729679,"EAS"
"Hong Kong SAR, China","2015","HKG","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.325,34.5141694653701,-34.6700159971504,"EAS"
"Hungary","2001","HUN","Current account balance","ECS","HIC",0.525,-0.57139821733864,-12.2679945506597,"ECS"
"Hungary","2002","HUN","Current account balance","ECS","HIC",0.525,4.7530285513986,-19.2388853894238,"ECS"
"Hungary","2003","HUN","Current account balance","ECS","HIC",0.525,-0.477298462492536,-12.9860859358998,"ECS"
"Hungary","2004","HUN","Cost to start a business (% of income per capita)","ECS","HIC",0.425,5.64246830732729,-17.6730227308462,"ECS"
"Hungary","2005","HUN","Cost to start a business (% of income per capita)","ECS","HIC",0.425,5.29161463087027,-18.1240192108901,"ECS"
"Hungary","2006","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.275,33.1708291479429,-9.12614678658169,"ECS"
"Hungary","2007","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,34.9243340968342,-7.30094023712376,"ECS"
"Hungary","2008","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,33.2259158668345,-6.72115664490677,"ECS"
"Hungary","2009","HUN","% of firms identifying business licensing and permits as the biggest obstacle","ECS","HIC",0.225,34.4867207513386,-4.96524010989336,"ECS"
"Hungary","2010","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,34.0966288923244,-5.34262432671482,"ECS"
"Hungary","2011","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,34.9887860147434,-4.75149175714058,"ECS"
"Hungary","2012","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.175,35.2682617615823,-4.91885749573869,"ECS"
"Hungary","2013","HUN","% of firms identifying business licensing and permits as the biggest obstacle","ECS","HIC",0.175,30.8100635597954,28.3942092931739,"ECS"
"Hungary","2014","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,35.1378031108196,-3.7490023448113,"ECS"
"Hungary","2015","HUN","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.475,49.5088642649344,-2.89140928676977,"ECS"
"Iceland","2001","ISL","Current account balance","ECS","HIC",0.55,2.56023089222483,-39.4921281411515,"ECS"
"Iceland","2002","ISL","Current account balance","ECS","HIC",0.55,4.24565061686461,-39.1016011232882,"ECS"
"Iceland","2003","ISL","Current account balance","ECS","HIC",0.5,4.49532367503814,-38.1513540149751,"ECS"
"Iceland","2004","ISL","Current account balance","ECS","HIC",0.525,-2.54504843962994,-27.8679650870104,"ECS"
"Iceland","2005","ISL","Cost to start a business (% of income per capita)","ECS","HIC",0.425,4.51973410270573,-38.7722274404095,"ECS"
"Iceland","2006","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,13.7847014857496,-44.8471896483298,"ECS"
"Iceland","2007","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,15.6768762978995,-45.3122606552147,"ECS"
"Iceland","2008","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,16.0974834271124,-46.4206052148966,"ECS"
"Iceland","2009","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,45.9270725089357,-33.2188950825846,"ECS"
"Iceland","2010","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,45.4666095947864,-31.836700066723,"ECS"
"Iceland","2011","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,45.2478944011342,-33.1223817467808,"ECS"
"Iceland","2012","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,44.4883915828441,-31.2982748315766,"ECS"
"Iceland","2013","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.275,43.6456086733761,-31.2284285301769,"ECS"
"Iceland","2014","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,43.5070768318798,-31.2649469252997,"ECS"
"Iceland","2015","ISL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.325,44.774657511437,-29.9901145527671,"ECS"
"Indonesia","2001","IDN","Current account balance","EAS","LMC",0.575,13.7987731148533,-6.89945724940177,"EAS"
"Indonesia","2002","IDN","Current account balance","EAS","LMC",0.6,-4.5073536379171,-8.80156314443656,"EAS"
"Indonesia","2003","IDN","Current account balance","EAS","LMC",0.6,-4.00163435937684,-7.78460801780776,"EAS"
"Indonesia","2004","IDN","Current account balance","EAS","LMC",0.525,-0.999662964726133,-7.13531217953111,"EAS"
"Indonesia","2005","IDN","Current account balance","EAS","LMC",0.525,-1.70502597100498,-8.05986395306905,"EAS"
"Indonesia","2006","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.375,35.4653634759905,4.00402528990392,"EAS"
"Indonesia","2007","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.35,36.6231202496872,3.28033872067672,"EAS"
"Indonesia","2008","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.4,36.3124440486791,2.72339016238789,"EAS"
"Indonesia","2009","IDN","% of firms identifying business licensing and permits as the biggest obstacle","EAS","LMC",0.325,27.4638109519375,-8.10135502379351,"EAS"
"Indonesia","2010","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.35,26.1683095952601,-8.94790081494454,"EAS"
"Indonesia","2011","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.375,27.5211590542572,-9.35127325543176,"EAS"
"Indonesia","2012","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.35,27.7731284487679,-7.70212280403137,"EAS"
"Indonesia","2013","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.35,42.4902588255617,15.5275054601136,"EAS"
"Indonesia","2014","IDN","Availability of scientists and engineers, 1-7 (best)","EAS","LMC",0.3,28.2753174866878,-7.9010218334963,"EAS"
"Indonesia","2015","IDN","% of firms identifying business licensing and permits as the biggest obstacle","EAS","LMC",0.225,-26.9498673707215,33.9868947656294,"EAS"
"Ireland","2001","IRL","Current account balance","ECS","HIC",0.525,-2.31585858965576,-25.5568250064329,"ECS"
"Ireland","2002","IRL","Current account balance","ECS","HIC",0.525,-0.88845143839362,-25.3034551038433,"ECS"
"Ireland","2003","IRL","Current account balance","ECS","HIC",0.5,-0.544463071938172,-25.1270558527193,"ECS"
"Ireland","2004","IRL","Cost to start a business (% of income per capita)","ECS","HIC",0.4,-1.1184838408459,-25.7057825860025,"ECS"
"Ireland","2005","IRL","% of firms identifying corruption as a major constraint","ECS","HIC",0.35,26.556264779206,28.0881443852322,"ECS"
"Ireland","2006","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,19.3729856506483,-34.0800622357702,"ECS"
"Ireland","2007","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,21.4738013244852,-35.3867417684849,"ECS"
"Ireland","2008","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,20.2068707213702,-35.139077185557,"ECS"
"Ireland","2009","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,-4.05556777599777,-23.8651429803392,"ECS"
"Ireland","2010","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.175,45.1458951288786,-24.8722528781804,"ECS"
"Ireland","2011","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,44.6999402427852,-24.5156354969828,"ECS"
"Ireland","2012","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.15,45.7586975411673,-24.5939864824059,"ECS"
"Ireland","2013","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,44.3319672768383,-24.7941970967439,"ECS"
"Ireland","2014","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,46.0334665730734,-24.7678499118964,"ECS"
"Ireland","2015","IRL","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,43.3153384016232,-24.1009338305864,"ECS"
"Isle of Man","2001","IMN","GDP growth (annual %)","ECS","HIC",0.95,-23.6345649247843,-37.4083121945688,"ECS"
"Isle of Man","2002","IMN","GDP growth (annual %)","ECS","HIC",0.95,-23.2967871107526,-38.8852973589932,"ECS"
"Isle of Man","2003","IMN","GDP growth (annual %)","ECS","HIC",0.95,-23.3450549629534,-38.1411294072849,"ECS"
"Isle of Man","2004","IMN","GDP growth (annual %)","ECS","HIC",0.925,-21.1842183291129,-41.3572956361216,"ECS"
"Isle of Man","2005","IMN","GDP growth (annual %)","ECS","HIC",0.925,-22.0631285993259,-40.2291018304948,"ECS"
"Isle of Man","2006","IMN","GDP growth (annual %)","ECS","HIC",0.925,-22.1170686360365,-41.6411306618184,"ECS"
"Isle of Man","2007","IMN","GDP growth (annual %)","ECS","HIC",0.925,-24.7727343981618,-47.7139878210255,"ECS"
"Isle of Man","2008","IMN","GDP growth (annual %)","ECS","HIC",0.925,-22.4955645944896,-47.8290757510674,"ECS"
"Isle of Man","2009","IMN","GDP growth (annual %)","ECS","HIC",0.925,-23.0934167548586,-46.0035520734112,"ECS"
"Isle of Man","2010","IMN","GDP growth (annual %)","ECS","HIC",0.925,-21.9091881782012,-46.9852446556985,"ECS"
"Isle of Man","2011","IMN","GDP growth (annual %)","ECS","HIC",0.925,-22.4864704928414,-47.7941537029299,"ECS"
"Isle of Man","2012","IMN","GDP growth (annual %)","ECS","HIC",0.925,-22.8431529678365,-47.8443710972105,"ECS"
"Isle of Man","2013","IMN","GDP growth (annual %)","ECS","HIC",0.95,-22.3486992071384,-47.8739128951762,"ECS"
"Italy","2001","ITA","Current account balance","ECS","HIC",0.525,9.51810558438847,-19.6854476232908,"ECS"
"Italy","2002","ITA","Current account balance","ECS","HIC",0.525,9.55582799824042,-17.9776158690688,"ECS"
"Italy","2003","ITA","Current account balance","ECS","HIC",0.5,10.8778893249321,-19.2261389417458,"ECS"
"Italy","2004","ITA","Cost to start a business (% of income per capita)","ECS","HIC",0.4,11.41691979933,-21.9777923875655,"ECS"
"Italy","2005","ITA","Cost to start a business (% of income per capita)","ECS","HIC",0.4,11.4183944755204,-21.4605461723479,"ECS"
"Italy","2006","ITA","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.25,11.494292459969,-20.9664450012982,"ECS"
"Italy","2007","ITA","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.2,52.3607617676607,-5.09601393607193,"ECS"
"Italy","2008","ITA","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,52.6473606366892,-4.21963758097538,"ECS"
"Italy","2009","ITA","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.225,54.3019509209732,-4.35903188166392,"ECS"
"Italy","2010","ITA","Availability of scientists and engineers, 1-7 (best)","ECS","HIC",0.175,54.3356258049506,-6.32219252821955,"ECS"
"Italy","2011","ITA","# of enterprise exits","ECS","HIC",0.2,54.203318551142,-4.96490669297826,"ECS"
"Italy","2012","ITA","# of enterprise exits","ECS","HIC",0.125,53.3889574402833,-5.93542562481053,"ECS"
"Italy","2013","ITA","# of enterprise exits","ECS","HIC",0.2,55.423085217093,-5.23277620774402,"ECS"
"Italy","2014","ITA","# of enterprise exits","ECS","HIC",0.2,54.9938383949341,-6.65111657342769,"ECS"
"Italy","2015","ITA","# of enterprise exits","ECS","HIC",0.275,55.6844194156502,-4.94737619202844,"ECS"
"Japan","2001","JPN","Current account balance","EAS","HIC",0.525,-1.6801785194674,-33.7167399471829,"EAS"
"Japan","2002","JPN","Current account balance","EAS","HIC",0.525,-0.715920036423238,-33.5608010567523,"EAS"
"Japan","2003","JPN","Current account balance","EAS","HIC",0.5,-2.07669604380894,-33.4617935579567,"EAS"
"Japan","2004","JPN","Current account balance","EAS","HIC",0.475,-2.31148844806289,-33.241370354049,"EAS"
"Japan","2005","JPN","Current account balance","EAS","HIC",0.475,-3.1169493128579,-34.0355588112076,"EAS"
"Japan","2006","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.325,-3.47461037235888,-37.4324288930391,"EAS"
"Japan","2007","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.275,-2.76646462982557,-38.5310562044167,"EAS"
"Japan","2008","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.3,-2.49632068224843,-37.8216336272917,"EAS"
"Japan","2009","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.3,-2.38078901438772,-37.684211236411,"EAS"
"Japan","2010","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.275,-2.62495016897172,-38.929623058909,"EAS"
"Japan","2011","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.3,-3.27622747314447,-37.1537065835114,"EAS"
"Japan","2012","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.25,-9.98110187709009,-47.1736025123641,"EAS"
"Japan","2013","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.35,-8.93951670210639,-47.4913209613626,"EAS"
"Japan","2014","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.225,-7.59098362143687,-49.3876052097298,"EAS"
"Japan","2015","JPN","Availability of scientists and engineers, 1-7 (best)","EAS","HIC",0.275,-7.92837606906686,-49.2749820239203,"EAS"
"Kazakhstan","2001","KAZ","Current account balance","ECS","UMC",0.625,11.9986522966133,-2.3578762931136,"ECS"
"Kazakhstan","2002","KAZ","Current account balance","ECS","UMC",0.6,10.4816784144166,-1.99401469741594,"ECS"
"Kazakhstan","2003","KAZ","Current account balance","ECS","UMC",0.575,10.9003728236992,-4.43501437316104,"ECS"
"Kazakhstan","2004","KAZ","Cost to start a business (% of income per capita)","ECS","UMC",0.475,6.36091336631717,-11.7195650663113,"ECS"
"Kazakhstan","2005","KAZ","Cost to start a business (% of income per capita)","ECS","UMC",0.5,10.695180029042,-3.36428777806898,"ECS"
"Kazakhstan","2006","KAZ","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.35,-17.0166660641146,53.1025048598447,"ECS"
"Kazakhstan","2007","KAZ","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.275,-17.0639086250846,52.667129151439,"ECS"
"Kazakhstan","2008","KAZ","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.3,-16.0533418818915,52.296477349459,"ECS"
"Kazakhstan","2009","KAZ","% of firms identifying business licensing and permits as the biggest obstacle","ECS","UMC",0.3,-16.9755844058812,52.4991396956769,"ECS"
"Kazakhstan","2010","KAZ","Availability of scientists and engineers, 1-7 (best)","ECS","UMC",0.25,-13.9265072834285,54.1218829165532,"ECS"
